label,text,notes
negative,"This is about the 4th GACHA that I've played that follows this same hook and set pattern... and I just really don't like it, there's a core concept at play and for me it turns everything else sour. The game could look great (it does), play great (not bad), have a good story (its not), fun characters (they're not) with good voice acting (nope)... none of that matters to me once I've decided that a core concept is something I fundamentally don't like. Not anyone's fault I guess. They made it this way, and I don't like the way they made it... who's to blame really. They can blame me, I can blame them, you can blame me, I can blame you... all pointless. Moving on. Back to my point: In a ""GACHA character collecting"" kinda thing like WuWa standard characters are... okay, I guess. You could totally just play the entire game with them and... that would be alright, kinda... but wow those new characters look amazing, are OP and just genuinely more fun and...that's the hook set in your lip, too late now you're basically already caught. Fish Dinner. Your wallet. Now the pattern kicks in. Quickly trying to explain the pattern most if not all of these games use: Not only do you need to get lucky or spend a lot currency pulls to get the character, but then you need to get them again, multiple times or they are straight up subpar... then also on top of that you need to get their weapon... and then also get their weapon multiple times as well. Oh and there's a time limit to do all of this during, and probably an extra thing or two like farming specific events or bosses for more currency or items on a daily limit and a timer as well. Of course you could just open up your wallet to fix one or all of these constraints but... that's the whole point. If you wanna just have some casual fun with stellar graphics in a weird sci-fi gibberish story with mostly annoying characters that won't make sense or shut up and choices that don't matter at all even a little bit... you can do that for free and that's nice, I guess. It's a good price if you can resist the pressure to use real money. However, if you wanna actually create a powerful maxed out upgraded team of characters that you actually like... you're in real trouble. You need to either turn WuWa into a full time job or spend an obscene amount of real money. Even if I do it myself, there's no way I'd ever recommend any of this to anyone else. It all looks, sounds, and feels like a multilayered system of hooks and FOMO.",
negative,"You might be wondering, why I would leave a negative review on a game that I have played for 90 hours. Wuthering Waves is a beautiful game, with a fun combat system and great world design, which makes it great to sink in time. But the main thing about it, which is also why I cannoty possibly ever give it a positive review, is that it is a gacha game. This means, instead of unlocking new characters or weapons naturally, you need to gamble for them on the gacha. The game does provide free currency, but it reminds you constantly that you could just spend money and try your luck to get what you want. And in addition to that, the characters are not guaranteed. When you eventually get a 5 start character, there is only a 50% chance it is the character you want. Every aspect of the entire game ties back to the gacha system. While WuWa is fun, if you have not played a gacha game yet, I would heavily advise you to just stay away and play games that aren't trying to get you to gamble on pixels and pull you pack in with FOMO.",
negative,"you can call me a hater, salty or whatever. But every single Update, makes this game more and more unoptimized to the point where my PC cant play the game reliably anymore which i could a year ago very stably and enjoyably on maxed out settings . now it runs at medium at best and starts to crash my PC into bluescreen. hell i even tried reinstalling windows and it still happened. Fix and debloat the game.",
negative,"the game offers you worse performance and graphical options if you are an amd user Edit: Looks like the game runs worse than before, at least it supports now FSR 3 if you need the boost, you are no longer forced to use an old FSR that may make your game look bad (I aint downloading the 125 gbs the game ask for test it myself)",
negative,"It's a gatcha game with powercreeping and no endgame Gameplay is decent, story is mind numbingly mediocre It's a very well made genshin clone, but that's all it is",
negative,"Love the graphics, gameplay, and overall generosity of the devs when it comes to handing out free rewards. Why am I rating this negatively, you ask? Because of the direction Kuro is taking. WuWa has an unnecessary shortage of MALE characters. Like, 1-2 a year, and that's not an exaggeration. I like the character designs but I'm getting sick of watching the same female characters over and over. This game needs more males. Until this issue is resolved, I will NOT be spending any more money.",
negative,"all female character in this game just like ballon, disposable on the next patch and nowhere too seen again except for carthe. meh storytelling but good story neverthaless i mean too many tell dont show sometimes",
negative,"It maybe more generious than most gacha games from what I gather. I haven't played any others. It is still a gacha game though and still very grindy. Shame really if it weren't a gacha it would be amazing to play because it does have a lot of good things going for it; art, animations, story, character abilities etc. But the grind is to much.",
negative,"[For context, I've played this game every day since its release up until 3.0 and as a result will be a long read. I had been incredibly emotionally invested in this game for almost two years and I have not been more disapointed in anything ever] [b]As of 3.0 there is no longer a single merit I can provide to this game, maybe apart from the fact it looks nice graphically.[/b] [h1]Story[/h1] The plot has always been bad, but now they've committed to an episodic per patch sort of storyline that feels the need to start and complete a story within the same version. This is why we rarely get reoccuring characters and if we do they are mere fanservice and don't do much for the plot (2.7 was meant to be the finale of Rinascita and yet it centred around a character that was introduced in that very version.) The story beats, and especially the character arcs and lore are all just recycled from things we're used to in other media. The kids all have dead parents, Chisa is a young girl with powers that the people where she grew up in rejected so she was lonely. Fluerdelys's war against the dark tide and the result of it is almost identical to that of Artorias of the Abyss from Dark Souls. Of course none of these ripped plots actually come with any of the major consequences of it. No playable character in WuWa has ever been close to death. Cartethyia in 2.7 and Phrolova in 2.5 had fake deaths so obvious that it failed to get any emotion out of me, and for those who actually believed it the game made sure to tell you they're not really dead five whole minutes later. In simple terms, WuWa's story is so afraid to tread any new ground, it would rather recycle old tried and tested stories and plots with none of the consequences. WuWa is so afraid to make its player uncomfortable or upset that it's boringly safe. I should also add, Rover might genuinely be the worst protagonist I have ever witnessed. They're so pathetically the losers fantasy. Super OP being that is universally loved and has history with literally everyone despite being an amnesiac and has the personality of cardboard. Atleast Genshin understood their protagonist was boring and didn't make them constantly the centre of attention. I do not care one bit for Rover. [h1]Gameplay[/h1] ""Gacha game stories suck lol no one's here for that"" The gameplay unfortunately isn't much better. The story plot has always been ass but the gameplay was once really engaging. In the 1.x versions, and very early 2.x (2.0 - 2.3) we used to very often get characters that were very versatile and could be used in a variety of teams, this was then furthered by the quickswap system, which is a fancy way of saying that characters would finish their animations even if swapped off. This meant a high level player was able to essentially play multiple characters at the same time, and because base damage was always better than buff stacking it ended up being the damage ceiling of the game. Skill expression? In my gacha game? Oh hell no. Camellya was the first, her long skills would not continue off field. This was a change implemented half way through the beta, I remember the single video we got of a Camellya quickswap team before this change was implemented. After Camellya the next character to be particularly egregious was Zani, Zani needed one of two specific characters to use 70% of her kit and of those two the paid option was blatantly far more powerful than the free one, and the free one was a heavily contested character that everyone wanted in some form. Just two examples, but fast forward to 3.0 and quickswap is dead. The fusion team is a foul imitation of it that doesn't even imitate it well because it is so railroaded, the game does all but explicitly tell you the rotation. ""Eh, I don't really care about high level gameplay I don't play the game like that anyway"" The events are trash too, and got worse alot earlier than the rest of the game. If you started the game in 2.0 or later you have not experienced even one of the top 3 combat events. But for times sake I'll focus on the Depths of Illusive Realms mode. This was a rougelike mode that had the player stacking buffs as you'd expect from a mode such as this but there was also kit enhancements which for example would give Xiangli Yao 6 hypercubes instead of 3. The 1.4 version of this event even included difficulty modifiers which allowed the player to finetune their own experience. If this wasn't enough, underlevelled characters would be automatically levelled up for this mode. I cannot overstate how good this mode is it was all the best aspects of WuWa in a single gamemode. Long term replayable content. Kuro removed it. They said they would rework it, and they did. It returned in 2.3 as Dreaming Deep. Which was honestly a perfect representation of WuWa as a whole from that point. It did have a good core, and it's mechanical changes were an improvement but it didn't matter. The mode was 95% text and loading screens, and the difficulty modifier is gone and the default difficult is so easy if you actually read and coordinate your buffs. In general the events all followed this trend, if you think of them as a steak. Early events had so much meat and a nice amount of fat, the later ones had Almost no meat and was just all fat. The 2.7 vampire survivors knockoff was one of the worst events I have ever had the misfortune of playing. The next few sections will be much shorter. [h1]Exploration[/h1] ""I dont care about combat I just want to walk around exploring"" The open world is so streamlined that the game doesn't even allow you to explore. If the devs want you to go somewhere you WILL go there. Of course the 1.x maps did actually have meaningful exploration that you would be able to discover by yourself but as the trend goes. Any meat this game had was eroded with updates. [h1]Character designs[/h1] WuWa has no identity and this issue is no clearer than in the character designs. It's all just copy paste designs from better media. Think Chisa and Ryoko from Kill-la-kill. Or Galbrena and Bayonetta. This isn't character design related but it does showcase the spirit. Scar's phase 2 directly copies moves from Morgott, the Omen King, and Maliketh, the Black Blade. The designs are like this, I'm not sure if Kuro have ever had an original Idea. Oh and all the designs suffer from the need to be sexy. Augusta should be wearing greaves but how would we showcase her legs. Fluerdelys should actually look like a holy warrior, Lupa should look like a gladiator at all, You get the point. [h1]Community[/h1] WuWa's community is so extraordinarily bad, its full of disgruntled Genshin fans that will literally eat up anything Kuro do because it's not Hoyo. If the person hasn't played Genshin then usually their whole personality is hating hoyo. On top of this the community is just like Rover with no personality. The only community joke is ""Gathering Wives"" because they're lonely tards. [h1]Conclusion[/h1] WuWa feels like the Solo Levelling of video games. It looks pretty and has the hype moments and aura, but the moment you start thinking about literally anything in this game at a deeper level than just the surface you release how vapid and void of any personality it is. Don't waste your time, play better games.",
negative,"Wuwa started good at 1.0. They offered two free 5 star characters(Verina & Xiangli) and were actually listening to the feedback. Fast forward 1 year, now they only implement changes that they like or they add monetization to things players asked for since day 1. It started by locking characters into each other, you need luna for optimizing/buffing Augusta, You need Ciaconna to play Cartethyia. Phoebe for Zani etc. Very Greedy move in a 50/50 gacha game. New patch that will offer substats reroll(not even selectable) by spending or using afterglow corals is downright greedy and predatory. Its exclusively locked to the paid event, not obtainable via battlepass, weekly farming or even blue corals. A motorbike skin for $25! when it should be offered free as a bonus for pulling that character. One of three selectable Characters in a paid event that have already been replaced and powercrept without their signature weapons adds to the insult. I have spent on wuwa before; so I cant say I'm f2p player and even to me this is insane. Plot has been going downhill for a while, good example is the disaster of 2.8. Chisa dropped in a rush patch then forgotten. The 3.0 patch despite being an intro patch into new area is mid 6/10. Everyone is falling for Rover at first sight, boring. The 2.0 patch was way bigger achievement both in terms of voice acting, graphics and plot, such a waste of potential.",
negative,"Wuthering Waves - Style over Substance, Gacha Rot at Its Core Its a gacha game. That kinda says it all. The core problem with Wuthering Waves is the same one plaguing most gacha games: wasted potential buried under bloated systems, RNG hell, and monetization that actively fights the player experience. If this game ditched gacha entirely and went for a Warframe-style model instead, it couldve actually stood out. Instead? Youve got a convoluted mess of grind, garbage rates, and characters that mostly suck. About 90% of the roster is unusable filler. F2P characters are especially underwhelming, Rover (the main character) is the rare exception who doesnt feel like hot garbage. Crafting? Useless bait. Feels like its only there to trick you into burning resources. In Warframe, crafting actually matters, you can build just about everything with a bit of grind, and most of it is fun and viable. Here? Even 5-star gacha weapons feel mid because theyre hyper-specific and barely work outside certain builds. The craftable ones? Dont even bother. And that brings me to the bigger picture: Wuthering Waves and gacha games in general, could learn a LOT from how Warframe respects players' time and wallets: - You can just buy the characters and weapons you want. No RNG. No gambling. - 200+ weapons with unique alt-fires, skill sets, and deep modding systems. It feels like youre building a loadout, not just stacking numbers. - 100+ characters, all solo-viable. Team synergy helps, but isnt mandatory. - Massive cosmetic variety, skins, FX, attachments, color swaps. - Traversal is fun: flying, hoverboards, mobility that feels good. - Crafting is meaningful. Premium stuff can be earned just by playing. - Theres actual trading. Got a rare item you dont need? Sell it to another player. - Ultimate packs with maxed-out characters + cosmetics cost about $99 AUD. Compare that to Wuwas $200 gamble for a chance at the character you want. - Weapons are not character-locked. Want a flamethrower or gravity cannon? Use it on whoever. Plus: Warframe has a Vault system. Limited characters rotate out but come back yearly with special events that let you grind for them. No FOMO, no expiration BS. Meanwhile, Wuthering Waves has... a few overpriced cosmetics, some flashy animations, and a lot of style over substance vibes. Sure, its pretty but that only gets you so far when the systems underneath are built to waste your time unless you open your wallet. The devs have talent, clearly. The combats fun, the world is promising, and the aesthetic slaps. But if they keep pretending this gacha model is the only way forward, theyre just holding the game back from what it could be.",
negative,"Only redeeming quality this game has is the combat being kind of fun, but everything else sucks and considering it is a gacha game, I do not think it's worth the time.",
negative,well you guys need to fix performance issues because i have no desire to reinstall it before that . no more pain in the === every update is around 40g + but no improvement whatsoever,
negative,"[i][b][u]I am writing this as a Day 1 player. While the core gameplay has its strengths for a gacha game, I cannot recommend this game in its current state because the technical performance is actively regressing with every major patch that Kuro Games doesn't seem to pay attention.[/u][/b][/i] [u][h2]The Performance Spiral[/h2][/u] Kuro Games seems to have forgotten the lessons of the disastrous 1.0 launch. The game on launch was filled with bugs, game crashing and optimization issues but the devs was able to fix it around version 1.3 and gained the players trust again [spoiler][strike]also by throwing a lot of freebies and rewards because they know players will definitely leave if they don't do something to calm the angry & disappointed players including me [/strike][/spoiler]however starting around 2.4 the new septimont region update. I have noticed a steady decline in game optimization and stability that i feel Kuro Games doesn't care too much of it as long as it didn't hurt the games revenue and the money keeps coming. However With the current [b]3.1 update[/b], it has reached a breaking point for me to voice my concern and leave a review. [u][h2]Outdated System Requirements & Absurd Actual Game Size[/h2] [/u]The system requirements listed on this store page are completely outdated and misleading. They should accurately update the CPU, GPU [b]and especially [u]the storage requirement.[/u][/b] [list] [*] [b]Official Storage Requirement:[/b] 60GB [*] [b]Actual Size (v3.1):[/b] 124.91GB on my SSD. [/list] [i][b]125GB[/b][/i]for a gacha game that is only at 1 year & 8 months old is absurd. Some players with a lot of storage won't pay much attention to this but ask yourself, Is 125GB for a gacha game really justified? That is more than most AAA open-world titles that have better graphics and fewer performance issues. For example, the current optimized Cyberpunk 2077 takes up roughly 80120GB and runs significantly better than WuWa currently. Also can you imagine or think about the file size when the game hits version 5.0? This level of file bloat is unacceptable for a cross-platform title. It is clear that optimization have been ignored in favor of pushing out new content and again, = for more revenue or money. [h2]The Bottom Line[/h2] It doesn't matter how good the combat or story becomes if the game is a stuttering mess and inconsistent performance across all devices [spoiler](Even PS5 and PS5 Pro players are reporting performances issues. Last time i heard a game having poor performance on a console was the Cyberpunk 2077 1.0 Release) [/spoiler]that eats up absurd amount of space. Until Kuro Games treats optimization and storage management as a priority rather than an afterthought, stay away and there's much better games or gacha games you can play rather than this unoptimized slop. I hope other players with the same concerns and issue will raise their voice and leave a review also.",
negative,"Still the same old MiHoYo-style gacha. Still the same hellish difficulty for returning or new players. One might think you need to be rich and have unlimited free time to qualify for playing your ""divine first game"" Wuthering Waves. No need to say more about the gacha. Take this collaboration event as an example. Whether you're a new player or a veteran coming back, you've missed so many patches. But the collab event lasts only a short time. For a returning player, it's like starting from scratch unless you quit your job and play full-time for a whole week, you probably won't even pull the featured character. And chances are, you'll lose the 50/50 and get something useless. If you're okay with that, fine. But if you're like me don't have the time or energy, quit for just a patch or two because of real-life commitments, and now you're completely screwed then I suggest you look elsewhere. There are plenty of other games out there that are truly built for long-term operation.",
negative,Optimization is an absolute joke for a game thats been out for almost 2 years and has been this successful.,
negative,"Unoptimized mess of a game that requires 150GB of SSD space because it runs like a slideshow if played on HDD. Would not recommend it till they reduce the storage requirment below 100GB. Play other games instead, gachas aren't worth it.",
negative,"Great game but once you hit Academy city, the FPS becomes unbearable. (unless you disable shadows)","Says great game overall, but focuses on a negative"
negative,"I got more hours on original launcher, love the game until one day it decided the love was not mutual and I was unable to play the game, gateway connection timed out. tried every fix even contacted support. seemed completely pointless",
negative,"Honestly.. i would have liked to give this a recommended but after carefully recalling what makes the game great and what brings it down, its just beyond clear that this game has more wrong with it than it does making it good at there is really only 3 major aspects that make it... a great game, yet many than make it poor. [h1]Pro's[/h1] - Combat & Exploration Gameplay - Character banners is 50/50 then guaranteed after second set of pulls! - Weapon banners are 100% guaranteed within 80 pulls And now that the major pro aspects are out of the way. - World design - Traversal methods of the world aka ""Flight & now the motorcycle"" [h1]Con's[/h1] - STORY IN MOST ASPECTS... IS ABYSMAL! - Lack of male characters - Which leads into a bland and boring world - Performance is often a issue on certain major releases - Characters often disregard user preferred camera controls - No love or updates for older characters - Echo Materials are still a profound problem [h1]Let me explain my choices of pro's & con's[/h1] - Combat & exploration really is second to none for a gacha game. ive by no means an no lifer when it comes to playing gacha's. ive played a hand full of them but not loads of them, PGR, Genshit, some ash echo's etc. And Wuwa honestly does do a good job in this aspect of the game - Character and weapon banners is straight forward. nice QOL addition and is reasonable - World design speaks for itself. it bounces around alot of different themes every major update but you cant help look and not think wow... what a scene! - Traversal is a weird one as when ""rinascita"" got added. they added the ability to fly.. but it wasn't until we got to ""septimont"" iirc that they finally went back and added the ability to fly in ""huanglong"" And now with 3.0 they decided to significantly slow down exploration which is understandable to explore the new region - STORY... now this is the big problem i find with the game. The games story is meant to convey that the MC ""Rover"" is an arbiter of sorts. trying to recall experiences and memories from exploring the world so that they connect to it in a deeper meaning... and by no means a push over either as its been explained by the black shores as well as story's further on that rover if wanting to go all out could do extremes amount of devastation... So why is it that hes constantly being saved by every single 5* female resonator. And not just that why is it always a repeating cycle of > Saves MC > Saves MC some more > grooling past discovered > MC comforts > MC saves in return > They both fight side by side. This is the defaultism for ALL FEMALE characters Anyone that says these resonator story missions are good is just on insane copium. the MC and every single female resonator hit it off like they have been dating for years. im fine with relationships being developed but IT HAS TO BE EARNED. and none of what you see in these story missions is earned. its the most stupid thing ever. meanwhile you look at male story missions. all unique. none of the same showcased issues from the mentioned above. its night and day difference, All because there is no ""Gooner"" mindset when it comes to these story missions. You know its just slop when the community made slogan for this game is ""Collecting wives"" That puts enough perspective on how terrible the story is. Like honestly the fractsidus seem like the most laziest and braindead enemy faction to ever exist. yet are constantly given plot armour to further their agenda. its such brain dead slop that i spend most of my time skipping story cause i know how repetitive it gets - The bland world mostly just stems from the non stop overused female characters being in every aspect of the world. like WTF are living in.. the Amazons 2.0, have we noticed not one.. NOT ONE SINGLE ruler position has been male so far. i dont mind females but its clear this world is 90% females and 10% males. despite the general population looking like a equal 50/50 split. it ruins immersion for me personally. - Performance problems are always recorded every new region expansion. they ruined TAA with the rinecita expansion and render distance was silently changed which made alot of people mad because there was noticeable hitching! - Camera controls just never work anymore... want to have a camera zoomed so that you can see the attacks of the enemy.. to bad. one new region along with a new character made kuro decide... ""yea we dont want you to see anymore"" so the introduction of ""Cartethyia"" had the camera intended to bypass camera settings and it would not reset afterwords. and this applied to pretty much all characters after that and then to characters before. kuro wont fix it because in their words... its intended - Old characters wont get any love treatment to bring them more inline with current scaling. so new characters get insane prolonged outro's and stats for their abilities and R.lib skills... so they just become less and less used. mortefi is slowly on his way out as the last good heavy attack support DPS character. its only a matter of time - And lastly echo materials are the bane of many people still within the community.. personally ive never had such issues but then again im never really playing more than 3 hours a day. people trying to minmax their setups will absolutely be having their supplies of materials dwindled very quickly! And thats pretty much it. i know its alot of text. but whats said is said. these are what i think the game excel at and what hurst the game to me personally and more so to a good portion of the community than they let it on it be! the game could improve alot better in certain aspects.. but after sticking with the game till 3.0 im confident that nothing will improve! TL;DR 6/10 (Great gameplay, but story and bias ruin it.)",
negative,"Right now I can't recommend this until the devs fix their priorities. Because once you are done with what's in the game there is nothing else to do but wait for the developer to stop making mini-games and selling them as content to people starving to test their mettle at actual combat events. What's currently in the game is complete cheeks or doesn't refresh often enough. Holograms - Nothing more to do once you are done - do them once and you are good for... forever Gateways - Once a week - complete confusion no long term goals and replayability apart from weekly rewards ToA - Doesn't refresh often enough - should refresh once a week WhiWa - Doesnt't refresh often enough - should refresh once a week No longer term grind or ways to keep earning and progression your roster apart from dailies. Feels like farming simulator and mobs really don't survive a strong roster for more than a second. PGR actually keeps you busy playing the game you like with constant ways to keep playing. WuWa wants to get you hooked on stupid tower defense and Vampire Survivors instead. Technically I wouldn't even be mad if they actually included stuff we want in their patches but right now it's the only thing we get and let me tell it straight: Vampire Survivors and a good Tower Defense game you can get for the price of less than a ten pull... What a ... EDIT: 2.7 is out - story is fantastic despite the devs using a lot more of their janky 15fps cutscenes that don't even display properly on widescreen devices - it was a lot more noticeable this time since they used a lot more cutscenes, even for the most mundane things, and it drove me nuts We currently have only one event in game and even that event is timegated. The verdict still stands - fantastic until there is nothing left to do... and you just log in for the sake of rewards",
negative,"there's no world where this should be the second biggest game on my pc, only behind baldurs gate 3. 125gb is legitimately insane for a AAA game let alone a gacha game of all things. this needs an optimisation patch badly and i dont think i can go back till it does.",
negative,only came for cyberpunk but its gonna take me 15 hrs to get there im still gonna do it but the entire game is walking to talk to someone and remedial fighting. fun for if u like that,Negative isn't clearly emphasized unless model can understand 15hrs is long
negative,"I have no idea what to rate this game. I have an hour of playtime, and I've done nothing but download updates, restart, download patches, restart, and compiling shaders. at least have room for the 135Gb of space the install uses. So that was a plus.",
negative,"I am recommending this game. It is by all means a good game. Visualy it is satisfying. Gameplay is fluid and fast, unlike in other games of the same type. Music/sounds are also very nice. You might also like the story, it's not very deep, but it's fine. Map puzzles are nice, and from ten to twenty hours into the game, you'll be given a tool to find most of the hidden stuff you've missed, which is very great for the obsessive treasure hunters like myself. You can capture the monsters and use them as the equivalent of gear to boost the stats of your characters. Good stuff ! But then, why a negative review ? For me, there's a lack of the sense of progression. At the start, you'll have your main character that you'll be able to level up, upgrade his abilities, and have some good basic weapon until the level 45 of your character. You'll also unlock several affinities for your main, and he/she will remain relevant for a long time. It won't be enough, though. After 100+ hours of gameplay, I only have 3 decently upgraded characters. To upgrade some aspects of your characters, for instance their abilities, you have to fight specific bosses. Different bosses for different characters because of the different drop. But the hard limit on some of those bosses is only 3 times a week. Good luck with that if you need to upgrade several characters, which you will have to do. Next issue is still the lack of progression. You start as a weak level 1 character in an area full of weak mobs. Every 10 levels or so, you'll be able to unlock new content, you'll be able to push your characters 10 levels higher, as well as their weapons and ""gear"". Again, it's a bit of a grind, but managable. HOWEVER, MONSTERS LEVEL UP TOO ! The weakest of monsters were grinding the same god-level boss dragon that you did ! Why, why on Earth does it work like that ? So, basically, with each level the only change you see is the number of damage you deal to the mobs. And yet, the time it take to demolish them overpowerd weaklings remains the same. How is this progress ? It's a very annoying feature. Funny enough, there are game mods that do have difficulty levels that you can pick, and increase gradually, But that doesn't apply to the regular monsters for some reason. After being humiliated, the monsters in the starting location were probably pumping iron 24/7 and waiting for a rematch with your sorry azz. About GACHA system (sigh)... At first, while you'll be discovering secrets, solving puzzles, and progressing through the story, you'll feel like you have a rather generous amounts of currency to play gacha. You'll think that maybe you have enough to get and upgrade a character you want. You go to the gacha page and... don't see the character you want, because it's not their turn to be unlocked in the gacha event yet. The pair of characters changes every 2 weaks or so. And good luck getting something good, if you rushed your decisions and played the beginner banners ! But if you are lucky like me, the needed character banner might appear at just the right moment. 1600 of currency for 10 spins. To fully upgrade a character, you either need to get him 7 times, or 5 and then buy missing parts in a specific shop. One also needs to add the weapons for the character : + 7 spins on a different banner. Guaranted character is available after 80 spins. With nearly 40000 currency for gatcha, I was able to get 1 weapon and 3 times the character. I think I was lucky. The fun part is, after you get the character you want, there are high chances that you won't be able to use it right away. Not because of that limit of 3 boss battles per weak I've mentionned before, nope. You won't be able to use it, because the upgrade materials are locked by the story content. Awesome ! But I need the character to progress in some side content... *sigh* But wait, there's more ! You play with a set of 3 characters. Usually, those are used together to get the best out of the group, where one powers up another in a chain-like system. So, when the gacha banner comes (and they come in pairs - two banners for two characters), chances are you'll need both of those to get the best of the character you want ! Good luck grinding that currency ! You'll have 15 days until the banners change again. To be more clear, you don't need new OP characters to progress in the game content, but they will sure make your life easier, especially if compared to the starting characters. However, some content, such as Tower of Adversity - where one can get some gacha currency, does require having at least 9 leveled up and geared caracters to finish it. Good luck with that grind ! In the end, WUWA starts as a fun and interesting game. However, the lack of the sense of progression makes it boring rather swiftly.",
negative,does not work on Linux and Proton emulation; fails because of anti-cheat,
negative,Unoptimized garbage very fun game but a lot of times it feels like it doesn't want to be played given how badly optimized this is,
negative,"another one of those ""the game might start out bad but eventually it'll get better"" games. I play games for fun, not eventual fun",
negative,"Good game, BUT... the new area septimont is so unoptimized that it sucks the fun out of it and the worst part is other area have no problem at all its just this area. for those saying fake review i was playing from launch in their official launcher and only downloaded from steam cause i thought this would somehow fix this issue. i only posted this comment so that the devs would fix it",
negative,"Good gameplay, good combat, good visuals, good gacha system. That's it. The story peaked from the start of Rinascita to the end of Cartethyia's story segment (2.0 -> 2.3) and maybe during Phrolova's patch (2.5), but it hit rock bottom after that. Stopping with the companion stories was by far the worst move ever. The main quest just became a ""this entire patch's story is all about the new character"" simulator. No plot development, lots of yapping, and the story doesn't move forward. It genuinely just feels like a companion quest with some actually important stuff sprinkled here and there (Spoiler alert: It's always Fractsidus). Characters always follow the same pattern: You meet them -> They fully trust you from the first second -> They share their entire life story and trauma dump their generic ""muh sad backstory"" -> You solve the problems -> ""OMG Rover, you're so cool!"" -> You find out that you've been in this new region before and were an important figure there, but don't recall it [Generic amnesiac MC#4123] -> Rinse and repeat until another patch comes out, introduces a new character, focuses entirely on them, and completely sidelines the previous one (Certified Chisa moment). It's such a weird state for a game to be in. Quality increases drastically with every patch, but the story only gets worse and worse.",
negative,"Nobody ever expected the KURO x HOYOVERSE ~300 spending event collab. No matter how many good aspects this game might have (such as amazing graphics, engaging and flashy combat system and amazing story telling) at the end of the day it's still a gacha game, and the developer solely cares about how much money you're willing to drop on their game. Truly a shame.",
negative,Optimization is pretty damn bad and storage requirements are rising so fast :/,
negative,"Ive been playing this game since launch, but when I saw it was coming to Steam, I downloaded it there. Its a decent gacha game, but the optimization gets worse with every single patch. They keep saying optimization in every livestream, yet all they do is add new graphics settings that make the game look better instead of run better. The game is still on patch 3.1, and its 130 GB??? Genshin is older than Wuwa and it doesnt take nearly as much space. I really want to recommend this game, but I just cant in its current state. Even on a high-end PC, the game still has constant stuttering issues, making it incredibly hard to play. The game desperately needs real optimization. Its honestly frustrating how bad the performance is right now. Even Endfield, which came out this year, is more optimized than this. At this point, it feels like you need a NASA PC just to play smoothly.",
negative,"I played this game for almost two years. 100% all zones except 3.0. In 2025 I lost all 50/50s but one. Does it finally warrant a negative review? Is this a gacha game? Yes and yes. I still would recommend to try but be extra aware what you getting into. A beautiful game with beautiful world, variety of stories and cool stuff. Some junk, some diamonds, a mix of rocks and oats, occasional foie gras. A developer whose strategy to make you pay is to produce tag team characters (ones who work best together and ""whatever"" with the rest), characters that hide game defining QoL with interrupt resistance in sequences(dupes), flash level mini games for events you'd rather skip with money, usual shenanigans in end game DPS/time/money spending checks, with banners synchronized to game mode rotations, other basic gacha stuff around sunk cost. This game is a full gacha package and experience in Unreal Engine. Update: Small edit, the rating stands. Anyone who played this game enough know all of this is true. Biased? Yes, maybe, but true. This rating is warning for people who want it real. If you knowingly choose to play - that's good, game worth trying and making your own opinion.",
negative,"The game, when you're allowed to play, is pretty damn good. The story, side quests, characters, sounds design, world design, combat... all of it is fantastic. There are two major flaws this game has that stops it from being a 10/10 and drags it down to a solid 5/10.... Gatcha and stamina mechanics. You can have a decent gatcha monetization model that isn't fomo based and incredibly predatory but I have yet to see one and this game is no exception. It's bad and it should feel bad. Stamina is another tactic used by devs to get you to log in regularly and force you to form habits so you're more likely to engage with their monetization model: Gatcha. The main problem is that because these systems exist it strangles it from doing anything else. If it had the freedom to have an actual end game content loop that you WANT to engage with instead of just logging in to put a nickle into your gatcha fund then it would be insanely better. In the end the game is free and it's worth picking up just to enjoy the main story, side stories and to fly around to enjoy the world and music. Just keep in mind what I said above and curve your expectations. ""If you're saying it's worth picking up why don't you recommend it then?"" Because I f*cking hate stamina systems. It really is such a dumb thing to put in a game.",
negative,"I was never interested in this game, and only decided to give it a shot because I loved Cyberpunk Edgerunners and 2077 so much, and the idea of a more hopeful epilogue of Edgerunners was a pretty huge incentive. That being said, I didn't really play much because the game just refused to work well for me. It was stuttery almost the whole time to the point that it made combat unfun and often I would outrun the dialogue, which would abruptly end at the start of cutscenes. I don't know if it's a hardware issue, but I run a 5070 so I doubt that's it. It could be an internet issue, since my ping would stay between middling and in the red, but none of my other internet-dependent games suffered these issues. Extrapolating from the little bit I played, I feel like that this is a decent action game where you occasionally have to pay to keep up with the content. Likely there are better action games that don't have the gacha elements. It's got some cool elements, but nothing worth sticking around for (for me, at least) outside of the Cyberpunk crossover and while I was willing to suffer a mediocre game to get to what I really want, I won't suffer one that is barely functioning, especially since it's easy enough to watch the Cyberpunk content on Youtube. I really was looking forward towards playing Rebecca, though.",
negative,"As much as i want to love it the game is not worth to spend times in it Performance is abysmal, storage is bloated, i expect Kuro to do some magic like in PGR but instead they add more oil into this dumpster fire of a game (performance wise). Story is mid Gameplay is okayish if you like flashy characters and each new region makes the game need a life support",
negative,"It's a fun game, sure. But at the end of the day it's just another gacha hellbent on milking you for your money",
